112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,113600,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,113600,112600,112600
112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112600,112600,112600,112600,113600,112600,112600,112600,112600,113600,113600,112600,112600,112600,112600,112600,113600,113600,113600,113600,112600,112600,112600,112600,113600,112600,113600,113600,112600,112600,113600,112600,113600,112600,113600,112600,113600,112600,112600,112600,113600,112600,113600,113600,112600,112600,112600,113600,113600,113600,112600,113600,112600,113600,112600,112600,113600,112600,113600,113600,113600,112600,112600,112600,112600,112600
112500,112500,112500,112500,112500,113500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112600,112600,112600,112600,112600,112600,113600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,112600
112500,112500,112500,113500,112500,113500,113500,112500,112500,113500,113500,113500,112500,112500,112500,112500,113500,112500,112500,112500,112500,112500,112500,113500,113500,112500,113500,112500,113500,112500,113500,113500,112500,112500,112600,112600,113600,113600,112600,112600,112600,112600,113600,112600,113600,113600,112600,113600,112600,112600,112600,112600,112600,112600,112600,113600,112600,113600,112600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,112600,112600,113600,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,112600,113600,113600,112600,113600,112600,112600,113600,113600,112600,113600,112600,112600,112600
112500,112500,112500,113500,112500,112500,113500,112500,112500,113500,112500,112500,113500,112500,112500,113500,113500,113500,112500,113500,112500,113500,113500,112500,112500,112500,112500,112500,112500,113500,112500,112500,112500,112500,112600,113600,112600,113600,112600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,112600,113600,113600,113600,112600,112600,112600,113600,112600,113600,112600,112600,113600,112600,113600,112600,112600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,113600,112600,112600,113600,112600,113600,113600,113600,113600,113600,113600,112600,113600,113600,113600,112600,112600
112500,112500,112500,113500,112500,112500,112500,113500,112500,113500,112500,112500,113500,112500,112500,113500,112500,113500,112500,112500,112500,113500,112500,112500,112500,113500,112500,112500,112500,112500,112500,112500,112500,112500,112600,112600,113600,112600,112600,113600,112600,113600,112600,112600,113600,112600,112600,112600,112600,113600,112600,113600,112600,112600,112600,112600,112600,113600,112600,113600,112600,112600,113600,113600,112600,112600,113600,112600,112600,113600,112600,112600,113600,113600,112600,112600,113600,113600,113600,113600,112600,112600,113600,112600,113600,112600,112600,113600,113600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600
112500,112500,112500,113500,112500,112500,112500,113500,113500,113500,112500,112500,113500,112500,112500,113500,112500,113500,113500,112500,112500,112500,113500,112500,112500,112500,113500,112500,112500,113500,112500,112500,112500,112500,112600,112600,113600,113600,113600,112600,113600,112600,112600,113600,113600,112600,112600,113600,112600,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,113600,112600,112600,113600,112600,112600,112600,113600,112600,112600,112600,112600,112600,112600,112600,113600,113600,112600,113600,112600,112600,112600,113600,112600,112600,112600,113600,112600,112600,112600,112600,114600,114600,115600,114600,114600,114600,115600,112600,114600,114600
112500,112500,112500,113500,113500,112500,112500,112500,112500,112500,112500,112500,113500,112500,112500,112500,112500,112500,112500,112500,113500,112500,113500,112500,112500,112500,113500,113500,113500,113500,112500,112500,112500,112500,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,112600,112600,113600,112600,112600,112600,113600,112600,113600,112600,112600,113600,112600,112600,112600,112600,112600,113600,112600,112600,113600,112600,112600,112600,112600,113600,112600,112600,113600,113600,113600,112600,112600,112600,112600,114600,114600,115600,114600,114600,112600,113600,113600,113600,112600,114600,114600,114600,114600
112500,112500,112500,112500,113500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,113500,113500,112500,113500,113500,113500,112500,112500,112500,113500,112500,112500,112500,112500,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,112600,113600,113600,112600,112600,112600,112600,112600,112600,113600,112600,113600,112600,112600,113600,112600,112600,112600,113600,112600,113600,112600,112600,113600,112600,112600,112600,112600,112600,112600,113600,112600,112600,112600,112600,112600,114600,114600,115600,114600,114600,115600,114600,115600,114600,115600,115600,114600,114600,114600,115600,114600
112500,112500,112500,112500,113500,112500,112500,112500,113500,113500,112500,113500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,112500,113500,112500,113500,112500,112500,112500,112500,112500,112500,113600,112600,113600,113600,112600,112600,112600,113600,112600,112600,112600,113600,112600,112600,112600,112600,113600,113600,113600,112600,112600,112600,112600,112600,112600,113600,112600,113600,112600,112600,112600,112600,113600,113600,112600,112600,112600,113600,112600,113600,112600,113600,113600,113600,113600,113600,112600,112600,112600,112600,114600,115600,114600,115600,114600,112600,113600,114600,114600,114600,114600,115600,114600,115600,114600,114600
112500,112500,112500,112500,112500,113500,113500,112500,112500,112500,112500,112500,113500,112500,113500,113500,113500,113500,112500,113500,113500,112500,112500,113500,112500,112500,112500,113500,112500,112500,113500,112500,112500,112500,112600,112600,113600,112600,113600,112600,112600,113600,113600,112600,113600,113600,112600,112600,112600,112600,112600,112600,113600,113600,113600,112600,112600,112600,113600,113600,112600,112600,112600,113600,113600,113600,112600,112600,113600,112600,112600,112600,112600,112600,112600,113600,113600,112600,113600,112600,112600,112600,114600,114600,114600,114600,114600,112600,114600,114600,114600,114600,112600,114600,115600,114600,115600,114600,115600,114600
